id,descripcion,hashtags,categoria,categoria_generadora,categoria_secundaria,es_ambiguo,tipo_post,nivel_ruido,etiqueta_ruidosa,entidades
187,hoy tocaba siesta compartida despues de comer; luego con el movil sin bateria y acabamos hablando de Max,#paseo #vibes,animales,animales,,False,medium,bajo,False,Max
188,"despues de mil vueltas, baño rapido, toalla mojada y temazo de Anuel me renta demasiado",#relax#vibes,playa,playa,musica,True,short,bajo,False,Anuel
189,"despues del gym cayo Dabiz Muñoz porque el cuerpo lo pidio, con ganas de repetir asi si",,cocina,cocina,deporte,True,medium,bajo,False,Dabiz Muñoz
190,en bucle plan improvisado: paseo por calas de Ibiza despues de perder el bus del hotel no pido mas 😂,#turismo #friends,playa,playa,viajes,True,micro,alto,False,Ibiza
191,hoy tocaba mision secundaria mas interesante que la principal mientras cae la tarde,,videojuegos,videojuegos,,False,short,bajo,False,
192,nadie me preparo para comida sencilla despues del gimnasio; luego en plan tranquilo y acabamos hablando de Betis,#padel #random,deporte,deporte,,False,medium,bajo,False,Betis
193,literalmente partido del Betis y cena improvisada en casa me renta demasiado ✈️,#Foodie,cocina,cocina,deporte,True,short,bajo,False,Betis
194,"plan improvisado: escapada a valencia con baño rapido, hotel lejos y caminata por la costa. no encaja perfecto en una sola categoria, porque mezcla viajes, playa y un poco de vida real. literalmente obsesionado 🍜",,viajes,viajes,playa,True,long,medio,False,
195,"Bizarrap aparecio en el plan: cancion triste para un plan feliz, con ganas de repetir, guitarra incluido ☀️",#Pop,musica,musica,,False,medium,bajo,False,Bizarrap
196,Porsche: parking lleno y aun asi foto y,#Racing #SinFiltros,coches,coches,,False,short,bajo,False,Porsche
197,"mini update: jugando al Fortnite escuchando Rosalia hasta que se fue el lag, sin filtros y con prisa asi si",#Setup,musica,musica,videojuegos,True,medium,bajo,False,Fortnite | Rosalia
198,"domingo raro y parada tecnica en mitad del viaje en Tarifa con maleta. Primero parecia un plan normal, luego sin filtros y con prisa y acabamos diciendo que literalmente obsesionado; tambien comida sencilla despues del gimnasio",#roadtrip,coches,coches,deporte,True,long,bajo,False,Tarifa
199,"full concierto que epezo tarde pero valio la pena cerca de Maspalomas. con gente buena, Aitana de fondo y ns q decir JAJA 💀",#musica #update,musica,musica,,False,medium,alto,False,Maspalomas | Aitana
200,Maspalomas: sol flojo pero planazo y me renta demasiado,#atardecer,playa,playa,,False,short,bajo,False,Maspalomas
201,Dabiz Muñoz: postre demasiado dulce y top; tambien pachanga despues de clase,,cocina,cocina,deporte,True,short,bajo,False,Dabiz Muñoz
202,me desperte pensando en esto: jugando al xbox escuchando spotify hasta que se fue el lag god,#GG #Temazo,videojuegos,videojuegos,musica,True,short,bajo,False,Spotify | Xbox
203,MasterChef: airfryer salvando la noche y top 🏁,#Sabor #Cena,cocina,cocina,,False,short,bajo,False,MasterChef
204,lavado rapido antes de salir en Lisboa con cafe,#motor#drive,coches,coches,,False,short,bajo,False,Lisboa
205,atardecer en el paseo maritimo en xd,#Atardecer#Verano,playa,playa,,False,short,bajo,False,
206,"despues de mil vueltas, viaje corto y cena de masterchef en un sitio que nadie conocia, en modo desconectar asi si",#yummy #escapada #travel,cocina,cocina,viajes,True,medium,bajo,False,MasterChef
207,"random hoy tocaba paseo por calas de Paris despues de perder el bus del hotel, entre risas y cero cobertura me renta demasiado 🎸",#Atardecer #Costa,playa,playa,viajes,True,medium,alto,False,Paris
208,"estoy living road trip en toyota supra por cadiz con paradas random y playlist alta, con ganas de repetir 🕹️",#escapada #roadtrip #racing,viajes,viajes,coches,True,medium,medio,False,Toyota Supra
209,"hoy tocaba partida rapida que acabo en tres horas en Sevilla con pizza. Primero parecia un plan normal, luego con ganas de repetir y acabamos diciendo que muy de hoy 🎸...",#gaming,videojuegos,videojuegos,,False,long,medio,False,
210,me renta peaje en zaragoza.,,coches,coches,,False,micro,medio,False,
211,"actualizacion rara pero trae cosas buenas en Maspalomas; habia playlist, algo de prisa y Valorant saliendo en la conversacion. despues de una semana eterna, bastante real todo",#aesthetic #setup #gg,videojuegos,videojuegos,,False,long,alto,False,Maspalomas | Valorant
212,literalmente Real Madrid 🎧,#Hoy #Fitness,deporte,deporte,,False,micro,alto,False,Real Madrid | Madrid
213,"hoy tocaba ranked con lag justo al final, no pido mas; tambien altavoz pequeño haciendo milagros",#live #twitch #spotify,videojuegos,videojuegos,musica,True,short,bajo,False,Spotify | Twitch
214,"atardecer en el paseo maritimo en tarifa; habia altavoz, algo de prisa y benidorm saliendo en la conversacion. con gente buena, bastante real todo",#playa #mood #atardecer,playa,playa,,False,long,medio,False,Benidorm | Tarifa
215,"si esto no es felicidad entonces nada chiringuito lleno pero la musica estaba increible, en plan tranquilo asi si JAJA",#Playa,musica,musica,playa,True,medium,bajo,False,
216,"toalla tirada en cualquier sitio cerca de Madrid. despues de una semana eterna, Benidorm de fondo y asi si literal 🏋️ jajaja",#Playa,playa,playa,,False,medium,medio,False,Benidorm | Madrid
217,plan improvisado: calas pequenas sin cobertura entre risas y cero coertura se tenia que decir 😂,#Aesthetic,playa,playa,,False,short,alto,False,
218,Uno humana sol formación grandes. link en bio oferta top JAJA,#Lunes,cocina,cocina,,False,outlier,alto,False,
219,"si esto no es felicidad entonces nada partido del Barça y cena improvisada en casa. No encaja perfecto en una sola categoria, porque mezcla deporte, cocina y un poco de vida real. top estoy living",#Entreno,deporte,deporte,cocina,True,long,bajo,False,Barça
220,playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa playa,#Setup,playa,playa,,False,outlier,alto,False,
221,xd brisa salada y cero pirsa en Roma con helado 🎸,#sol,playa,playa,,False,short,medio,False,Roma
222,"hotel sencillo pero bien ubicado cerca de tokio. con ganas de repetir, lisboa de fondo y top",,viajes,viajes,,False,medium,bajo,False,Lisboa | Tokio
223,"literalmente probando Mercadona en La Coruña despues de caminar sin rumbo, despues de una semana eterna top",#Turismo,viajes,viajes,cocina,True,medium,alto,False,Mercadona
224,despues del entreno tocaba lavar el coche muy de hoy,,deporte,deporte,coches,True,micro,bajo,False,
225,"despues de mil vueltas, paseo por la costa en valencia con camara; mientras cae la tarde y ns q deir jaja",#Verano #Costa,animales,playa,,False,medium,medio,True,
226,"vuelo temprano con cafe dudoso cerca de londres. despues de una semana eterna, ryanair de fondo y no pido mas",#sinfiltros,viajes,viajes,,False,medium,bajo,False,Ryanair
227,Twitch: mision secundaria mas interesante que la principal y literalmente obsesionado 🍜,#sinfiltros #playstation,videojuegos,videojuegos,,False,short,bajo,False,PlayStation | Twitch
228,bro plan improvisado: tarde de playa con Rosalia sonando en un altavoz pequeño que locura,,musica,musica,playa,True,micro,bajo,False,Rosalia
229,"no se como explicar esto pero pala nueva para el padel, no pido mas",#hoy#fitness,deporte,deporte,,False,short,bajo,False,
230,"despues de mil vueltas, barrio nuevo descubierto por accidente, bro esto esta increible 🍣",#roadtrip,viajes,viajes,,False,short,medio,False,
231,"despues de mil vueltas, dia de pierna y luego sofa mientras cae la tarde!!!",#Fitness,deporte,deporte,,False,short,bajo,False,
232,"no se como explicar esto pero perdido por Berlin siguiendo una cancion de Taylor Swift. No encaja perfecto en una sola categoria, porque mezcla musica, viajes y un poco de vida real. asi si",#spotify #chill #concierto,musica,musica,viajes,True,long,bajo,False,Taylor Swift | Spotify | Berlin
233,"peaje, lluvia y vistas brutales desde el coche camino a tokio god",#Wanderlust,coches,coches,viajes,True,short,medio,False,Tokio
234,literalmente lavado rapido antes no se,#racing#roadtrip,coches,coches,,False,short,alto,False,
235,"FIFA aparecio en el plan: modo carrera mientras suena musica de fondo, sin filtros y con prisa, silla incluido se tenia que decir",#Aesthetic #Gaming #Gamer,videojuegos,videojuegos,,False,medium,medio,False,FIFA
236,"en bucle Paris y maleta, me renta demasiado; tambien altavoz pequeño haciendo milagros",#live #domingo #viajes,viajes,viajes,musica,True,micro,bajo,False,Paris
237,"mini update: jugando al Minecraft escuchando Aitana hasta que se fue el lag, en plan y bueno",#Musica#Live,videojuegos,videojuegos,musica,True,medium,medio,False,Minecraft | Aitana
238,domingo raro y receta vista en tiktok y cero medidas; luego con el movil sin bateria y acabamos hablando de paella 💀...,#Update #Tapas #Receta,cocina,cocina,,False,medium,medio,False,paella
239,"si esto no es felicidad entonces nada festival en Ibiza con maleta pequena y cero sueno, con ganas de repetir bro esto esta increible 🕹️",,viajes,viajes,musica,True,medium,alto,False,Ibiza
240,Berlin: vuelo temprano con cafe dudoso y ns q decir JAJA 🍜,#Viajes #Planazo,viajes,viajes,,False,short,bajo,False,Berlin
241,"no se como explicar esto pero airfryer salvando la noche, que locura 🎮",#Cena #Casero,cocina,cocina,,False,short,medio,False,
242,"restaurante pequeño encontrado de casualidad cerca de Lisboa. sin planear demasiado, Mercadona de fondo y god; tambien comida sencilla despues del gimnasio",,cocina,cocina,deporte,True,medium,bajo,False,Mercadona | Lisboa
243,"siesta compartida despues de comer en Tarifa; habia correa, algo de prissa y parque saliendo en la conversacion. con ganas de repetir, bastante real todo",#update,animales,animales,,False,long,bajo,False,parque | Tarifa
244,"actualizacion rara pero trae cosas buenas en Amsterdam; habia discord, algo de prisa y Valorant saliendo en la conversacion. mientras cae la tarde, bastante real todo se tenia que decir",#gaming,videojuegos,videojuegos,,False,long,bajo,False,Amsterdam | Valorant
245,JAJA Tesla: lavado rapido antes de salir y no pido mas,#mood,coches,coches,,False,short,bajo,False,Tesla
246,"me desperte pensando en esto: vuelo temprano con cafe dudoso, muy de hoy modo chill",,viajes,viajes,,False,short,bajo,False,
247,"Rosalia aparecio en el plan: altavoz pequeño haciendo milagros, en plan tranquilo, altavoz incluido",#Pop,musica,musica,,False,medium,bajo,False,Rosalia
248,nadie me preparo para airfryer salvando la noche con el movil sin bateria en bucle,#casero #receta,cocina,cocina,,False,short,alto,False,
249,hoy tocaba gasolina carisima pero habia ganas sin planear demasiado ✨,#ruta,coches,coches,,False,short,alto,False,
250,no puedo mas no se como explicar esto pero escapada express con maleta pequeña; luego sin filtros y con prisa y acabamos hablando de Amsterdam,#Escapada,viajes,viajes,,False,medium,bajo,False,Amsterdam
251,concierto que empezo tarde pero valio la pena en Cadiz con plalyist,#temazo,musica,musica,,False,short,medio,False,
252,,,coches,coches,,False,short,alto,False,
253,"despues de mil vueltas, parque nuevo descubierto de casualidad; luego porque a veces sale bien sin pensarlo y acabamos hablando de veterinario",#adopta,animales,animales,,False,medium,bajo,False,veterinario | parque
254,"tarde de chiringuito cerca de Maspalomas. con gente buena, Benidorm de fondo y 🏁",#Playa,playa,playa,,False,medium,bajo,False,Maspalomas | Benidorm
255,"se tenia que decir plan improvisado: tren a Valencia, auriculares puestos y playlist eterna god",,viajes,viajes,musica,True,short,bajo,False,
256,"si esto no es felicidad entonces nada atardecer en la costa y playlist de Spotify en bucle. No encaja perfecto en una sola categoria, porque mezcla playa, musica y un poco de vida real. god 💀",#Pop,playa,playa,musica,True,long,bajo,False,Spotify
257,"me desperte pensando en esto: running suave mientras suena Taylor Swift, plan raro pero funciona, en modo desconectar bro esto esta increible",#pop #musica #running,deporte,deporte,musica,True,medium,bajo,False,Taylor Swift
258,"plan improvisado: parque nuevo descubierto de casualidad en valencia con cafe. primero parecia un plan normal, luego en plan tranquilo y aabamos diciendo que muy de hoy",#petfriendly #gatos,playa,animales,,False,long,medio,True,parque
259,nadie me preparo para paseo largo antes de volver a casa en palencia con mochila; sin filtos y con prisa y god 🍜,#Top,animales,animales,,False,medium,bajo,False,
260,Tengo somos lugar central estuvo podrá. link en bio oferta top me renta,,cocina,cocina,,False,outlier,alto,False,
261,"no se como explicar esto pero viaje corto y cena de MasterChef en un sitio que nadie conocia, con gente buena ns q decir JAJA",#travel,viajes,cocina,viajes,True,medium,bajo,True,MasterChef
262,"no se como explicar esto pero viaje corto y cena de Mercadona en un sitio que nade conocia. No encaja perfecto en una sola categoria, porque mezcla cocina, viajes y un poco de vida real. top 🎧",,cocina,cocina,viajes,True,long,alto,False,Mercadona
263,literalmente lavado rapido antes de salir mientras cae la tarde!!!,#update #roadtrip,coches,coches,,False,short,medio,False,
264,random dia de pierna y luego sofa en ibiza con balon; tambien cancion triste para un plan feliz!!!,#spotify,deporte,deporte,musica,True,short,medio,False,Spotify | Ibiza
265,"siesta compartida despues de comer cerca de Zamora. mientras cae la tarde, parque de fondo y random pero necesario; tambien road trip sin ruta cerrada",#Viajes,animales,animales,viajes,True,medium,bajo,False,parque
266,sol flojo pero planazo en Nueva York con altavoz; tambien visita al veterinario sin drama,#StudyTok #Calas,playa,playa,animales,True,short,medio,False,veterinario
267,"literalmente setup medio ordenado para variar en Barcelona con mando. Primero parecia un plan normal, luego despues de una seemana eterna y acabamos diciendo que muy de hoy",#gg,videojuegos,videojuegos,,False,long,bajo,False,
268,curvas suaves con musica de fondo en Madrid con cafe,#cars,coches,coches,,False,short,bajo,False,Madrid
269,"tren perdido por mirar el movil cerca de Pontevedra. con ganas de repetir, Amsterdam de fondo y no pido mas ☀️",#travel,viajes,viajes,,False,medium,bajo,False,Amsterdam
270,Bad Bunny: concierto que empezo tarde pero valio la pena y top,#Urbano #Hoy,musica,musica,,False,short,alto,False,Bad Bunny
271,que fantasía no se como explicar esto pero setup medio ordenado para variar; luego con una playlist random de fondo y acabamos hablando de fortnite,#Twitch #Setup,videojuegos,videojuegos,,False,medium,medio,False,Fortnite | Twitch
